
"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Total"
"Age        :","All categories: Age 16+"
"measure    :","Claimant count"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Male"
"Age        :","All categories: Age 16+"
"measure    :","Claimant count"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",71880,189025,131070,92510,153835,114500,271970,165765,95755,65690,127175,35610
"February 2021",74120,197345,136575,97755,160805,121500,286620,174950,101235,68290,131885,37020
"March 2021",73515,196875,136190,97285,160200,121160,288135,174275,100760,67590,131680,36590
"April 2021",71685,193530,133445,95215,157395,119105,285980,170570,98150,65975,128565,36055
"May 2021",67700,182355,125850,89345,149430,110425,270060,157420,89885,61885,120075,33970
"June 2021",63740,171020,118340,83430,142070,100885,249520,143965,81935,57325,111760,32045
"July 2021",61995,166360,115520,80935,138960,97990,244290,140140,79100,55530,108745,31485
"August 2021",59335,159835,110980,77615,134130,93070,232150,133080,74575,52880,103545,30660
"September 2021",56715,151315,105975,73505,128150,87105,217000,124535,69790,50090,96135,29380
"October 2021",54445,145300,102100,70750,123935,83590,209065,119790,67100,48185,91230,28390
"November 2021",52325,139970,98405,67875,119740,80720,200445,115535,64425,46795,88030,26910
"December 2021",50790,135300,94960,65585,116105,78450,193195,111835,62425,45460,85670,25705
"January 2022",50595,133285,93505,64335,114290,76705,186635,109790,61395,45135,84835,24850
"February 2022",50320,133925,93445,64630,115315,76590,185660,109595,61170,45155,84380,24560
"March 2022",48335,130375,90730,62635,113015,73330,177780,104915,58820,43600,80780,23760
"April 2022",45445,125040,87455,59760,109615,69680,170670,100145,55110,40710,75925,23180
"May 2022",44230,122065,84745,58230,107005,66930,166355,96555,52460,39350,72970,22440
"June 2022",43190,119395,82535,57020,105245,64705,162920,93715,50775,38470,70750,22130
"July 2022",42235,117525,81520,55960,103565,63085,158415,91175,48925,37610,70040,22065
"August 2022",41985,116885,80750,55730,102950,62790,156765,90740,48495,37500,69455,22110
"September 2022",41650,115725,79775,55085,102020,62055,156365,90140,48295,36920,67520,21750
"October 2022",40865,113715,78320,53915,100465,60890,154775,89435,47465,36080,66005,21580
"November 2022",40835,113600,78515,54245,101065,61070,154580,89275,48210,36200,66450,21600
"December 2022",41115,113435,78645,55085,100840,61425,154165,89925,48800,36465,66955,21645
"January 2023",41050,113920,79050,55825,101010,61585,152225,89850,48855,36335,66965,21390
"February 2023",41560,116265,80760,57610,102620,62845,154695,91495,49390,36965,68200,21630
"March 2023",42075,118200,81845,58215,104070,63150,155915,91175,49415,37230,69155,21585
"April 2023",41715,118325,82470,58360,105310,63540,157220,90900,49380,37210,69275,21840
"May 2023",40075,114810,80345,56975,103135,62265,154840,88875,47835,35945,66845,21065
"June 2023",39925,114475,80035,57080,103205,62675,157085,89435,47930,35750,66275,20810
"July 2023",39555,113595,79580,57025,102245,62430,158210,88980,47405,34885,66080,21020
"August 2023",39075,112155,78805,56080,101055,61785,157185,88310,47005,34440,64975,21045
"September 2023",38245,110800,77710,55830,100430,61575,157920,88255,46695,34190,62805,21030
"October 2023",37980,110565,77740,56115,100295,61725,158580,88620,47135,34400,62490,20775
"November 2023",37880,111405,78830,55970,100590,62635,158940,89340,48190,35020,62820,20450
"December 2023",38040,111205,80085,56300,101170,63260,160380,90020,48760,34965,62045,20435
"January 2024",38655,112730,81730,57525,102590,64635,161560,92015,50290,35390,62650,20150
"February 2024",39620,115860,83470,59850,105835,66875,166565,95525,52535,36350,64315,20650
"March 2024",39780,118185,84850,60825,107185,67615,166860,95510,52740,36790,65025,20875
"April 2024",39395,118160,85050,60365,106040,66950,165545,94335,52055,36605,64040,20775
"May 2024",39255,118480,85475,60520,106925,66705,168020,94400,51590,36530,63585,20860
"June 2024",39045,118630,85980,60730,110815,67350,171060,94470,51280,36620,63625,21125
"July 2024",40470,123380,89435,62970,116075,70270,183350,97830,52835,37620,65345,22000
"August 2024",40595,124060,90105,63120,117720,70990,183530,98335,52920,37455,66130,22595



"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Male"
"Age        :","All categories: Age 16+"
"measure    :","Claimants as a proportion of residents aged 16-64"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",9.0,8.3,7.8,6.1,8.4,5.9,9.3,5.8,5.6,7.1,7.4,6.1
"February 2021",9.2,8.6,8.1,6.5,8.8,6.3,9.8,6.2,5.9,7.3,7.7,6.3
"March 2021",9.2,8.6,8.1,6.5,8.8,6.3,9.8,6.1,5.9,7.3,7.7,6.2
"April 2021",8.9,8.5,7.9,6.3,8.6,6.2,9.7,6.0,5.7,7.1,7.5,6.1
"May 2021",8.4,8.0,7.5,5.9,8.2,5.7,9.2,5.5,5.2,6.6,7.0,5.8
"June 2021",7.9,7.5,7.0,5.5,7.8,5.2,8.5,5.1,4.8,6.2,6.5,5.5
"July 2021",7.7,7.3,6.9,5.4,7.6,5.1,8.3,4.9,4.6,6.0,6.3,5.4
"August 2021",7.4,7.0,6.6,5.2,7.4,4.8,7.9,4.7,4.4,5.7,6.0,5.2
"September 2021",7.1,6.6,6.3,4.9,7.0,4.5,7.4,4.4,4.1,5.4,5.6,5.0
"October 2021",6.8,6.3,6.1,4.7,6.8,4.3,7.1,4.2,3.9,5.2,5.3,4.8
"November 2021",6.5,6.1,5.8,4.5,6.6,4.2,6.8,4.1,3.8,5.0,5.1,4.6
"December 2021",6.3,5.9,5.6,4.4,6.4,4.1,6.6,3.9,3.6,4.9,5.0,4.4
"January 2022",6.3,5.8,5.5,4.3,6.3,4.0,6.4,3.9,3.6,4.8,4.9,4.2
"February 2022",6.3,5.9,5.5,4.3,6.3,4.0,6.3,3.9,3.6,4.8,4.9,4.2
"March 2022",6.0,5.7,5.4,4.2,6.2,3.8,6.1,3.7,3.4,4.7,4.7,4.1
"April 2022",5.7,5.5,5.2,4.0,6.0,3.6,5.8,3.5,3.2,4.4,4.4,4.0
"May 2022",5.5,5.3,5.0,3.9,5.9,3.5,5.7,3.4,3.1,4.2,4.2,3.8
"June 2022",5.4,5.2,4.9,3.8,5.8,3.3,5.5,3.3,3.0,4.1,4.1,3.8
"July 2022",5.3,5.1,4.8,3.7,5.7,3.3,5.4,3.2,2.9,4.0,4.1,3.8
"August 2022",5.2,5.1,4.8,3.7,5.6,3.3,5.3,3.2,2.8,4.0,4.0,3.8
"September 2022",5.2,5.1,4.7,3.7,5.6,3.2,5.3,3.2,2.8,4.0,3.9,3.7
"October 2022",5.1,5.0,4.6,3.6,5.5,3.2,5.3,3.2,2.8,3.9,3.8,3.7
"November 2022",5.1,5.0,4.7,3.6,5.5,3.2,5.3,3.1,2.8,3.9,3.9,3.7
"December 2022",5.1,5.0,4.7,3.7,5.5,3.2,5.3,3.2,2.8,3.9,3.9,3.7
"January 2023",5.1,5.0,4.7,3.7,5.5,3.2,5.2,3.2,2.9,3.9,3.9,3.6
"February 2023",5.2,5.1,4.8,3.8,5.6,3.3,5.3,3.2,2.9,4.0,4.0,3.7
"March 2023",5.2,5.2,4.9,3.9,5.7,3.3,5.3,3.2,2.9,4.0,4.0,3.7
"April 2023",5.2,5.2,4.9,3.9,5.8,3.3,5.4,3.2,2.9,4.0,4.0,3.7
"May 2023",5.0,5.0,4.8,3.8,5.7,3.2,5.3,3.1,2.8,3.9,3.9,3.6
"June 2023",5.0,5.0,4.7,3.8,5.7,3.2,5.3,3.2,2.8,3.8,3.9,3.5
"July 2023",4.9,5.0,4.7,3.8,5.6,3.2,5.4,3.1,2.8,3.7,3.8,3.6
"August 2023",4.9,4.9,4.7,3.7,5.5,3.2,5.4,3.1,2.7,3.7,3.8,3.6
"September 2023",4.8,4.8,4.6,3.7,5.5,3.2,5.4,3.1,2.7,3.7,3.6,3.6
"October 2023",4.7,4.8,4.6,3.7,5.5,3.2,5.4,3.1,2.8,3.7,3.6,3.5
"November 2023",4.7,4.9,4.7,3.7,5.5,3.2,5.4,3.1,2.8,3.8,3.7,3.5
"December 2023",4.7,4.9,4.7,3.7,5.5,3.3,5.5,3.2,2.8,3.8,3.6,3.5
"January 2024",4.8,4.9,4.8,3.8,5.6,3.3,5.5,3.2,2.9,3.8,3.6,3.4
"February 2024",4.9,5.1,4.9,4.0,5.8,3.5,5.7,3.4,3.1,3.9,3.7,3.5
"March 2024",5.0,5.2,5.0,4.0,5.9,3.5,5.7,3.4,3.1,3.9,3.8,3.6
"April 2024",4.9,5.2,5.0,4.0,5.8,3.5,5.6,3.3,3.0,3.9,3.7,3.5
"May 2024",4.9,5.2,5.1,4.0,5.9,3.5,5.7,3.3,3.0,3.9,3.7,3.6
"June 2024",4.9,5.2,5.1,4.0,6.1,3.5,5.8,3.3,3.0,3.9,3.7,3.6
"July 2024",5.0,5.4,5.3,4.2,6.4,3.6,6.2,3.4,3.1,4.0,3.8,3.8
"August 2024",5.1,5.4,5.3,4.2,6.5,3.7,6.3,3.5,3.1,4.0,3.8,3.9



"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Male"
"Age        :","All categories: Age 16+"
"measure    :","Claimants as a proportion of economically active residents aged 16+"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 12 September 2024]"
"Analysis   :","standard"
"Gender     :","Male"
"Age        :","All categories: Age 16+"
"measure    :","Claimants as a proportion of the workforce"

"Date","North East","North West","Yorkshire and The Humber","East Midlands","West Midlands","East","London","South East","South West","Wales","Scotland","Northern Ireland"

"January 2021",10.4,8.9,8.5,7.0,9.2,6.6,8.1,6.3,6.0,7.9,8.4,7.2
"February 2021",10.8,9.3,8.8,7.4,9.6,7.0,8.6,6.6,6.3,8.2,8.7,7.5
"March 2021",10.7,9.2,8.8,7.3,9.5,7.0,8.6,6.6,6.3,8.1,8.7,7.4
"April 2021",10.4,9.1,8.6,7.2,9.4,6.8,8.5,6.5,6.1,7.9,8.5,7.3
"May 2021",9.8,8.5,8.2,6.7,8.9,6.3,8.1,6.0,5.6,7.5,7.9,6.9
"June 2021",9.3,8.0,7.7,6.3,8.5,5.8,7.5,5.5,5.1,6.9,7.3,6.5
"July 2021",9.0,7.8,7.5,6.1,8.3,5.6,7.3,5.3,4.9,6.7,7.2,6.4
"August 2021",8.6,7.5,7.2,5.9,8.0,5.3,6.9,5.1,4.7,6.4,6.8,6.2
"September 2021",8.2,7.1,6.9,5.5,7.6,5.0,6.5,4.7,4.4,6.0,6.3,6.0
"October 2021",7.9,6.8,6.6,5.3,7.4,4.8,6.2,4.6,4.2,5.8,6.0,5.8
"November 2021",7.6,6.6,6.4,5.1,7.1,4.6,6.0,4.4,4.0,5.6,5.8,5.5
"December 2021",7.4,6.3,6.1,4.9,6.9,4.5,5.8,4.3,3.9,5.5,5.6,5.2
"January 2022",7.7,6.3,6.0,4.9,6.9,4.4,5.4,4.2,3.7,5.5,5.7,4.9
"February 2022",7.6,6.3,6.0,4.9,6.9,4.4,5.4,4.2,3.7,5.5,5.6,4.8
"March 2022",7.3,6.2,5.8,4.8,6.8,4.2,5.2,4.0,3.6,5.3,5.4,4.7
"April 2022",6.9,5.9,5.6,4.5,6.6,4.0,5.0,3.8,3.3,4.9,5.1,4.6
"May 2022",6.7,5.8,5.4,4.4,6.4,3.8,4.8,3.7,3.2,4.8,4.9,4.4
"June 2022",6.5,5.7,5.3,4.3,6.3,3.7,4.7,3.6,3.1,4.7,4.7,4.4
"July 2022",6.4,5.6,5.2,4.2,6.2,3.6,4.6,3.5,3.0,4.6,4.7,4.3
"August 2022",6.4,5.5,5.1,4.2,6.2,3.6,4.6,3.5,2.9,4.5,4.6,4.4
"September 2022",6.3,5.5,5.1,4.2,6.1,3.6,4.5,3.5,2.9,4.5,4.5,4.3
"October 2022",6.2,5.4,5.0,4.1,6.0,3.5,4.5,3.4,2.9,4.4,4.4,4.2
"November 2022",6.2,5.4,5.0,4.1,6.1,3.5,4.5,3.4,2.9,4.4,4.4,4.3
"December 2022",6.2,5.4,5.0,4.2,6.1,3.5,4.5,3.5,3.0,4.4,4.5,4.3
"January 2023",6.3,5.5,5.1,4.0,5.8,3.5,4.3,3.4,3.0,4.8,4.6,4.2
"February 2023",6.4,5.6,5.2,4.2,5.9,3.6,4.4,3.4,3.0,4.9,4.7,4.3
"March 2023",6.5,5.7,5.3,4.2,5.9,3.6,4.4,3.4,3.0,4.9,4.8,4.3
"April 2023",6.4,5.7,5.3,4.2,6.0,3.7,4.5,3.4,3.0,4.9,4.8,4.3
"May 2023",6.2,5.5,5.2,4.1,5.9,3.6,4.4,3.3,2.9,4.8,4.6,4.2
"June 2023",6.1,5.5,5.2,4.1,5.9,3.6,4.5,3.3,2.9,4.7,4.6,4.1
"July 2023",6.1,5.5,5.1,4.1,5.8,3.6,4.5,3.3,2.9,4.6,4.5,4.1
"August 2023",6.0,5.4,5.1,4.1,5.8,3.6,4.5,3.3,2.9,4.6,4.5,4.1
